"motif_id"	"candidate_index"	"disease_local_id"	"disease_name"	"disease_mesh_id"	"drug_local_id"	"drug_name"	"drugbank_id"	"gene_local_id"	"gene_symbol"	"gene_entrez_id"	"evidence_source"	"supporting_trials"
"1791"	"18076"	"92"	"Obsessive-Compulsive Disorder"	"D009771"	"174"	"pramipexole"	"DB00413"	"1406"	"DRD2"	"1813"	"strict_phase2_3_disease_directed_title"	"NCT05401019[PHASE2] Efficacy of Treatment With Pramipexole or Risperidone in Patients With Refractory Obsessive-compulsive Disorder (OCD); NCT06611592[PHASE2] Safety and Efficacy of Pramipexole Treatment in Resistant Obsessive-Compulsive Disorder (OCD)"
"1794"	"2414"	"220"	"Astrocytoma"	"D001254"	"708"	"sunitinib"	"DB01268"	"75"	"FGFR1"	"2260"	"strict_phase2_3_disease_directed_title"	"NCT00606008[PHASE2] A Phase II Trial of Sutent (Sunitinib; SU011248) for Recurrent Anaplastic Astrocytoma and Glioblastoma"
"1798"	"43326"	"442"	"Alcoholism"	"D000437"	"629"	"bupropion"	"DB01156"	"3689"	"CHRNA3"	"1136"	"strict_phase2_3_disease_directed_title"	"NCT04167306[PHASE2] Varenicline and Bupropion for Alcohol Use Disorder"
"1804"	"43817"	"83"	"Lung Neoplasms"	"D008175"	"898"	"regorafenib"	"DB08896"	"3772"	"RAF1"	"5894"	"strict_phase2_3_disease_directed_title"	"NCT03520842[PHASE2] Regorafenib and Methotrexate in Treating Participants With Recurrent or Metastatic KRAS Mutated Non-Small Cell Lung Cancer"
"1810"	"23805"	"144"	"Essential Hypertension"	"D000075222"	"1134"	"L-Arginine"	"DB00125"	"1563"	"NOS3"	"4846"	"strict_phase2_3_disease_directed_title"	"NCT00137124[PHASE2|PHASE3] L-Arginine Metabolism in Essential Hypertension"
"1811"	"28525"	"144"	"Essential Hypertension"	"D000075222"	"880"	"Azilsartan medoxomil"	"DB08822"	"2124"	"AGTR1"	"185"	"strict_phase2_3_disease_directed_title"	"NCT00996281[PHASE3] Safety and Tolerability of Azilsartan Medoxomil Plus Chlorthalidone Compared to Olmesartan Medoxomil Plus Hydrochlorothiazide in Participants With Essential Hypertension"
"1813"	"25021"	"334"	"Leukemia"	"D007938"	"843"	"pazopanib"	"DB06589"	"1633"	"FGF1"	"2246"	"strict_phase2_3_disease_directed_title"	"NCT01361334[PHASE2] Pilot Clinical Trial of Pazopanib in Patients With Relapsed or Refractory Acute Myeloid Leukemia (AML) or at Initial Diagnosis When no Intensive Treatment is Possible"
"1822"	"41905"	"451"	"Pulmonary Embolism"	"D011655"	"602"	"Heparin"	"DB01109"	"3532"	"SERPINC1"	"462"	"strict_phase2_3_disease_directed_title"	"NCT06453876[PHASE3] Percutaneous Embolectomy, Low Dose Thrombolysis or Heparin for Intermediate High Risk Pulmonary Embolism (STRATIFY II)"
"1823"	"19768"	"21"	"Psoriasis"	"D011565"	"897"	"tofacitinib"	"DB08895"	"1417"	"TYK2"	"7297"	"strict_phase2_3_disease_directed_title"	"NCT01831466[PHASE2] Tofacitinib Ointment For Chronic Plaque Psoriasis; NCT07313072[PHASE2] Topical Use of 2% Tofacitinib for Nail Psoriasis: an Exploratory Clinical Study"
"1833"	"36936"	"382"	"Rectal Neoplasms"	"D012004"	"596"	"capecitabine"	"DB01101"	"2912"	"TYMS"	"7298"	"strict_phase2_3_disease_directed_title"	"NCT00004187[PHASE1|PHASE2] Capecitabine and Oxaliplatin in Treating Patients With Advanced or Metastatic Colorectal Cancer; NCT00022698[PHASE2] Capecitabine and Irinotecan in Treating Patients With Locally Advanced, Recurrent, or Metastatic Colorectal Cancer; NCT00048126[PHASE2] A Study of Xeloda (Capecitabine) in Patients With Advanced and/or Metastatic Colorectal Cancer; NCT00048139[PHASE2] A Study of Xeloda (Capecitabine) in Patients With Advanced and/or Metastatic Colorectal Cancer; NCT00049335[PHASE2] S0030: Capecitabine in Treating Older Patients W/Metastatic or Recurrent Colorectal Cancer That Cannot Be Surgically Removed; NCT00058474[PHASE3] Radiation Therapy and Either Capecitabine or Fluorouracil With or Without Oxaliplatin Before Surgery in Treating Patients With Resectable Rectal Cancer; NCT00062426[PHASE3] Oxaliplatin and Bevacizumab (Avastin™) With Either Fluorouracil and Leucovorin or Capecitabine in Treating Patients With Advanced Colorectal Cancer; NCT00069095[PHASE3] A Study of Capecitabine (Xeloda) and Bevacizumab as a First-line Therapy in Patients With Metastatic Colorectal Cancer; NCT00069108[PHASE3] A Study of Xeloda (Capecitabine) in Patients With Metastatic Colorectal Cancer; NCT00070213[PHASE3] Leucovorin and Fluorouracil With or Without Oxaliplatin Compared to Capecitabine With or Without Oxaliplatin in Treating Patients With Metastatic Colorectal Cancer; NCT00070265[PHASE2] Neoadjuvant and Adjuvant Capecitabine and Oxaliplatin in Treating Patients With Resectable Liver Metastases Secondary to Colorectal Cancer; NCT00081536[PHASE1|PHASE2] Aroplatin and Capecitabine in Patients With Advanced Colorectal Cancer Resistant to Standard Therapies; NCT00087334[PHASE1|PHASE2] Capecitabine, Oxaliplatin, and Gefitinib in Treating Patients With Metastatic Colorectal Cancer; NCT00104689[PHASE2] Capecitabine and Oxaliplatin in Treating Older Patients With Metastatic Colorectal Cancer; NCT00107315[PHASE2] Bevacizumab and Capecitabine as First-Line Therapy in Treating Older Patients With Metastatic Colorectal Cancer; NCT00114231[PHASE2] Capecitabine, Oxaliplatin, and Radiation Therapy in Treating Patients Who Are Undergoing Surgery for Stage I Rectal Cancer; NCT00118105[PHASE2] S0408: Capecitabine, Oxaliplatin, and Bevacizumab in Pts Undergoing Surgery for Liver Mets From Colorectal Cancer; NCT00118755[PHASE2] A Study of Two Different Schedules of Xeloda (Capecitabine) as First Line Therapy in Patients With Metastatic Colorectal Cancer; NCT00120172[PHASE2] Study of Oxaliplatin, Capecitabine, and Bevacizumab to Treat Older Patients With Colorectal Cancer; NCT00122291[PHASE2] A Study of Preoperative Radiation Therapy and Capecitabine in Locally Advanced Rectal Cancer; NCT00123851[PHASE2] Tarceva, Capecitabine and Oxaliplatin for Metastatic Colorectal Cancer; NCT00159432[PHASE2] Study of Oxaliplatin, Capecitabine and Bevacizumab as First Line Treatment for Patients With Advanced Colorectal Cancer; NCT00159445[PHASE2] Capecitabine and Gemcitabine in Patients With Metastatic Colorectal Cancer; NCT00176787[PHASE2] Radiation Therapy With Capecitabine in Rectal Cancer; NCT00203411[PHASE2] Bevacizumab Plus Capecitabine (Xeloda) in Patients With Untreated Metastatic Colorectal Cancer; NCT00205322[PHASE2] Oxaliplatin, 5-FU and Leucovorin in Combination With Oral Capecitabine for Metastatic Colorectal Cancer; NCT00208546[PHASE3] Cetuximab, Capecitabine, Oxaliplatin and Bevacizumab in Advanced Colorectal Cancer; NCT00215982[PHASE2] Study of Capecitabine With Irinotecan and Oxaliplatin (Eloxatin) in Advanced Colorectal Cancer; NCT00216086[PHASE2] Capecitabine + Irinotecan Followed by Combined Modality Capecitabine and Radiation in Locally Advanced Rectal Cancer; NCT00217711[PHASE1|PHASE2] Oxaliplatin, Irinotecan, and Capecitabine in Treating Patients With Advanced or Metastatic Colorectal Cancer That Cannot Be Removed By Surgery; NCT00220051[PHASE2] A Phase II Study of Oxaliplatin Capecitabine and Pre-operative Radiotherapy for Patients With Locally Advanced and Inoperable Rectal Cancer; NCT00220116[PHASE2] Phase II Trial Assessing Efficacy and Toxicity of Capecitabine and Oxaliplatin in the Treatment of Colorectal Cancer; NCT00226941[PHASE1|PHASE2] A Phase 1-2 Trial of Cetuximab in Combination With Oxaliplatin, Capecitabine, and Radiation Therapy Followed by Surgery for Locally-advanced Rectal Cancer; NCT00227734[PHASE2] Capecitabine and Oxaliplatin With or Without Cetuximab in Treating Patients With Metastatic Colorectal Cancer That Cannot Be Removed By Surgery; NCT00227747[PHASE3] Radiation Therapy and Capecitabine With or Without Oxaliplatin in Treating Patients Who Are Undergoing Surgery for Stage II or Stage III Rectal Cancer; NCT00258232[PHASE2] Celecoxib, Capecitabine, and Irinotecan in Treating Patients With Recurrent or Metastatic Colorectal Cancer; NCT00263029[PHASE2] Preoperative Radiotherapy/ Oxaliplatin/ Capecitabine Treatment For Unresectable Locally-advanced Rectal Cancer; NCT00290615[PHASE2] Capecitabine, Cetuximab, Oxaliplatin, and Bevacizumab in Treating Patients With Metastatic or Recurrent Colorectal Cancer That Cannot Be Removed By Surgery; NCT00303745[PHASE2] Irinotecan With or Without Capecitabine as Second-Line Therapy in Treating Older Patients With Progressive, Metastatic Colorectal Cancer That Cannot Be Removed By Surgery; NCT00314353[PHASE2] Study of Bevacizumab Combined With Capecitabine and Either Oxaliplatin or Irinotecan as First Course of Treatment for Patients With Colorectal Cancer That Has Spread Beyond the Colon; NCT00345761[PHASE1|PHASE2] Clinical Study of Capecitabine, Oxaliplatin and Bevacizumab in Colorectal Cancer; NCT00346099[PHASE2] Study of Panitumumab Given First With Capecitabine and Oxaliplatin (CAPOX) and Then With Capecitabine and Radiation of the Pelvis for Treatment of Patients With Rectal Cancers That May or May Not Have Spread Beyond the Rectum; NCT00383695[PHASE2] Oxaliplatin, Capecitabine, and Radiation Therapy With or Without Cetuximab in Treating Patients Undergoing Surgery for High-Risk Rectal Cancer; NCT00408772[PHASE2] Oxaliplatin, Capecitabine, and Bevacizumab Followed By Surgery and/or Radiofrequency Ablation in Patients With Colorectal Cancer; NCT00416494[PHASE2] Capecitabine, Oxaliplatin, and Bevacizumab in Treating Patients With Metastatic or Recurrent Colorectal Cancer; NCT00427713[PHASE3] Capecitabine and Oxaliplatin or Standard Follow-Up Care in Treating Patients Who Have Undergone Surgery for Locally Advanced Rectal Cancer; NCT00444678[PHASE2] Cetuximab Plus Biweekly Capecitabine and Oxaliplatin in KRAS Wild Type Metastatic Colorectal Cancer; NCT00459901[PHASE2] Study of the Antitumor Activity of Capecitabine in Combination With Erlotinib in Patients With Metastatic Colorectal Cancer; NCT00483834[PHASE2] A Phase II Study of Bevacizumab, Irinotecan and Capecitabine in Patients With Previously Untreated Metastatic Colorectal Cancer; NCT00484939[PHASE3] A Study of Bevacizumab (Avastin) in Combination With Capecitabine (Xeloda) in Elderly Patients With Metastatic Colorectal Cancer; NCT00496704[PHASE1|PHASE2] Gemcitabine, Capecitabine, and Oxaliplatin as Second-Line Therapy in Treating Patients With Advanced Colorectal Cancer Previously Treated With Irinotecan; NCT00503932[PHASE1|PHASE2] Proton Therapy With Capecitabine for Rectal Cancer; NCT00506168[PHASE2] Study of Irinotecan & Capecitabine in Metastatic Colorectal Cancer; NCT00506623[PHASE2] Preoperative Chemoradiotherapy With Capecitabine Plus Irinotecan in Rectal Cancer; NCT00538291[PHASE2] Cetuximab and Capecitabine in Treating Patients With Metastatic Colorectal Cancer That Failed Irinotecan Treatment; NCT00623805[PHASE3] A Study of Avastin (Bevacizumab) and Xeloda (Capecitabine) as Maintenance Treatment in Patients With Metastatic Colorectal Cancer; NCT00642603[PHASE2] A Study of Xeloda (Capecitabine) in Combination With Avastin + Short Course Chemotherapy in Patients With Metastatic Colorectal Cancer; NCT00677144[PHASE2] Oxaliplatin and S-1 (OS) Versus Oxaliplatin and Capecitabine (XELOX) for Advanced Colorectal Cancer; NCT00677443[PHASE3] Study of S-1 and Oxaliplatin (SOX) Versus Capecitabine and Oxaliplatin (COX) in Patients With Advanced Colorectal Cancer; NCT00686166[PHASE2] S0713: Oxaliplatin, Capecitabine, Cetuximab, and RT Followed By Surgery in Pts W/Stage II or III Rectal Cancer; NCT00689702[PHASE2] Cetuximab (Erbitux®), Capecitabine and Radiotherapy in Neoadjuvant Treatment of Patients With Rectal Cancer; NCT00717990[PHASE2] Irinotecan, Capecitabine and Avastin for Metastatic Colorectal Cancer as Salvage Treatment; NCT00745134[PHASE2] Radiation Therapy and Capecitabine With or Without Curcumin Before Surgery in Treating Patients With Rectal Cancer; NCT00766155[PHASE3] Chemotherapy and Radiation Therapy Before Surgery Followed by Capecitabine With or Without Oxaliplatin in Treating Patients With Locally Advanced Rectal Cancer; NCT00795301[PHASE2] A Study of Radiotherapy in Rectal Cancer Using Oxaliplatin, Capecitabine With or Without Cetuximab; NCT00796718[PHASE2] A Study of Xeloda (Capecitabine) Plus Radiotherapy in Participants With Locally Advanced Rectal Cancer; NCT00814619[PHASE2] Capecitabine and Radiation Therapy With or Without Panitumumab in Treating Patients With Advanced Rectal Cancer; NCT00828672[PHASE2] Neoadjuvant Bevacizumab, Capecitabine and Radiation Therapy With or Without Oxaliplatin Locally Advanced Rectal Cancer; NCT00842686[PHASE2] Preoperative Radiotherapy With Capecitabine and Bevacizumab in Locally Advanced Rectal Cancer: CRAB Phase II Study; NCT00869570[PHASE1|PHASE2] External-Beam Radiation Therapy, Capecitabine, and Sorafenib in Treating Patients With Locally Advanced Rectal Cancer; NCT00875771[PHASE2] Irinotecan, Capecitabine and Bevacizumab in Metastatic Colorectal Cancer Patients; NCT00972881[PHASE1|PHASE2] Capecitabine, Irinotecan Hydrochloride, Cetuximab, and Radiation Therapy in Treating Patients Undergoing Surgery for Locally Advanced Rectal Cancer; NCT01022541[PHASE2] Capecitabine and Oxaliplatin Plus Bevacizumab as Neoadjuvant Treatment for Untreated Unresectable Liver-only Metastases From Colorectal Cancer; NCT01024504[PHASE2] Capecitabine Plus Oxaliplatin Plus Bevacizumab as First-line Treatment in Elderly Patients With Metastatic Colorectal Cancer; NCT01097018[PHASE3] Perifosine Plus Capecitabine Versus Placebo Plus Capecitabine in Patients With Refractory Advanced Colorectal Cancer; NCT01152710[PHASE2] Capecitabine as Radiosensitising Agent in Neoadjuvant Treatment of Locally Advanced Resectable Rectal Cancer; NCT01159171[PHASE2] A Study of Avastin (Bevacizumab) and Oxaliplatin Plus Xeloda (Capecitabine) in Patients With Advanced Colorectal Cancer.; NCT01227707[PHASE2] A Study of Avastin (Bevacizumab) Plus Xeloda (Capecitabine) in Patients With Locally Advanced Rectal Cancer.; NCT01322152[PHASE2] Study of Irinotecan Plus Capecitabine to Treat Advanced Colorectal Cancer; NCT01471353[PHASE2] Sorafenib Plus Capecitabine (SorCape) in Previously Treated Metastatic Colorectal Cancer; NCT01472770[PHASE2] A Phase II Study of Gemcitabine and Capecitabine for Treatment Resistant, Metastatic Colorectal Cancer; NCT01500993[PHASE3] Capecitabine in the Perioperative Treatment of Rectal Cancer; NCT01661972[PHASE1|PHASE2] Phase I/II Study of Capecitabine Plus Aflibercept to Treat Metastatic Colorectal Cancer; NCT01716949[PHASE1|PHASE2] Neoadjuvant Chemoradiation With 5-FU(or Capecitabine) and Oxaliplatin Combined With Hyperthermia in Rectal Cancer; NCT01722162[PHASE2] Levocetirizine + Capecitabine + Bevacizumab for Patients With Refractory Colorectal Cancer; NCT01729923[PHASE2] A Trial of Maintenance ADAPT Therapy With Capecitabine and Celecoxib in Patients With Metastatic Colorectal Cancer; NCT01880658[PHASE2] Phase II Study of Maintenance Capecitabine to Treat Resectable Colorectal Cancer; NCT01993472[PHASE2] Study of Andrographolides With or Without Capecitabine to Treat Colorectal Cancer; NCT02010567[PHASE1|PHASE2] Neoadjuvant Chemoradiotherapy With CRLX-101 and Capecitabine for Rectal Cancer; NCT02027363[PHASE2] Maintenance Treatment With Capecitabine in Colorectal Cancer Patients; NCT02086656[PHASE2] PERIOPERATIVE TREATMENT WITH COI-B (CAPECITABINE, OXALIPLATIN, IRINOTECAN AND BEVACIZUMAB) OF HIGH RISK OR BORDERLINE RESECTABLE COLORECTAL CANCER LIVER METASTASES; NCT02316535[PHASE3] Low-dose Capecitabine Adjuvant Chemotherapy for Elderly Patients With Stage II/III Colorectal Cancer; NCT02393755[PHASE1|PHASE2] Nintedanib and Capecitabine in Treating Patients With Refractory Metastatic Colorectal Cancer; NCT02694718[PHASE2] A Study of Capecitabine Plus Oxaliplatin in Combination With Pre-operative Pelvic Radiotherapy in Rectal Cancer; NCT02717923[PHASE2] A Single Arm, Open-label Clinical Trial to Evaluate the Efficacy and Safety of Maintenance Treatment With Capecitabine Plus Cetuximab in Metastatic Colorectal Cancer; NCT02743221[PHASE2] A Study Evaluating S 95005 Plus Bevacizumab and Capecitabine Plus Bevacizumab in Patients With Previously Untreated Colorectal Cancer Who Are Non-eligible for Intensive Therapy; NCT02780700[PHASE2] Nintedanib Alone or in Combination With Capecitabine in Refractory Metastatic Colorectal Cancer [LUME-Colon 2]; NCT02861300[PHASE1|PHASE2] CB-839 + Capecitabine in Solid Tumors and Fluoropyrimidine Resistant PIK3CA Mutant Colorectal Cancer; NCT02864849[PHASE2] Total Neoadjuvant Induction and Consolidation CapeOX Plus IMRT With Capecitabine for MRI Defined High-risk Rectal Cancer; NCT02873195[PHASE2] Capecitabine and Bevacizumab With or Without Atezolizumab in Treating Patients With Refractory Metastatic Colorectal Cancer; NCT03038256[PHASE2] Effect of Concurrent Capecitabine-based Long-term Radiotherapy Followed by XELOX Plus TME in Patients With High Risk Rectal Cancer: a Multi-centers, Randomized Controlled, Open-Label Trial; NCT03132025[PHASE2] Study of Apatinib and Capecitabine Combination to Maintain Treating Metastatic Colorectal Cancer; NCT03396926[PHASE2] Pembrolizumab, Capecitabine, and Bevacizumab for Treating Colorectal Cancer; NCT03428529[PHASE2|PHASE3] Capecitabine Versus Bolus 5-Fu Associated to Radiotherapy as Neoadjuvant Treatment for Rectal Cancer.; NCT03770689[PHASE1|PHASE2] Study of Peposertib in Combination With Capecitabine and RT in Rectal Cancer; NCT04083365[PHASE2] Capecitabine Plus Concomitant Radiation Therapy Followed by Durvalumab as Preoperative Treatment in Rectal Cancer; NCT04262635[PHASE3] Cetuximab Plus Capecitabine as Maintenance Treatment in RAS and BRAF wt Metastatic Colorectal Cancer; NCT04733963[PHASE2] Fruquintinib Plus Capecitabine Versus Bevacizumab Plus Capecitabine as Maintenance Therapy Following First-line Treatment for Metastatic Colorectal Cancer; NCT05016869[PHASE1|PHASE2] Fruquintinib Plus Capecitabine as Maintenance Treatment of RAS / BRAF Wild-type Metastatic Colorectal Cancer; NCT05093907[PHASE1|PHASE2] A Study to Evaluate Safety and Efficacy of BEY1107 in Combination with Capecitabine in Patients with Metastatic Colorectal Cancer; NCT05136326[PHASE2] Preoperative Chemoradiotherapy With CApecitabine and Temozolomide in MGMT Silenced, MSS, Locally Advanced RecTal Cancer; NCT05451719[PHASE2] Fruquintinib Plus Capecitabine Versus Capecitabine as Maintenance Therapy for Metastatic Colorectal Cancer After First-line Chemotherapy; NCT05659290[PHASE2] Alternating Treatment With Fruquintinib and Bevacizumab Plus Capecitabine as Maintenance Therapy After First-Line Treatment in Metastatic Colorectal Cancer; NCT05775900[PHASE1|PHASE2] Efficacy and Safety of Triweekly Cetuximab in Combination With Capecitabine as First-line Maintenance Treatment for KRAS/BRAF Wild-type Metastatic Colorectal Cancer; NCT05990543[PHASE1|PHASE2] Combination of Nelmastobart and Capecitabine Therapy in Metastatic Colorectal Cancer; NCT06148402[PHASE2] Fruquintinib Plus Camrelizumab and Capecitabine as Salvage Therapy After Progression on FOLFOXIRI-based First-line Treatment in Patients With Unresectable/Metastatic Colorectal Cancer; NCT06192680[PHASE2] Liposomal Irinotecan and Capecitabine Plus Bevacizumab as Second-line Therapy in Metastatic Colorectal Cancer; NCT06210971[PHASE2] Neoadjuvant Chemoradiation With Nal-IRI and Capecitabine Guided by UGT1A1 Status in Patients With Rectal Cancer; NCT06405139[PHASE2] Nanoliposomal Irinotecan, Oxaliplatin Plus Capecitabine As Conversion Therapy of Locally Advanced Colorectal Cancer; NCT06888843[PHASE2] Study to Evaluate the Use of Capecitabine in Monotherapy and in Combination With Oxaliplatin in Elderly Patients as Adjuvant Chemotherapy for Locally Advanced Colorectal Cancer.; NCT07051785[PHASE2] Fruquintinib vs Bevacizumab Combined With Irinotecan Liposome and Capecitabine as Second-Line Therapy for Advanced Metastatic Colorectal Cancer; NCT07068763[PHASE2] Node-Sparing Short-Course Radiation Combined With Capecitabine and PD-1/CTLA-4 for MSS Early Rectal Cancer; NCT07215936[PHASE2] Dose-dense Capecitabine Schedule [7days on _7 Days Off] in Colorectal Cancer in Comparison With Standered Regimen; NCT07281157[PHASE2] Liposomal Irinotecan, Capecitabine and Enlonstobart With Short-Course Radiotherapy for Locally Advanced Rectal Cancer; NCT07281768[PHASE2] Capecitabine/Oxaliplatin Chemotherapy and Cemiplimab With or Without Fianlimab or REGN7075 in Locally Advanced Rectal Cancer; NCT07407465[PHASE2] Upfront Trastuzumab-Deruxtecan Plus Capecitabine and Bevacizumab for Patients With HER-2 Positive Metastatic Colorectal Cancer.; NCT07521605[PHASE2] Short-Course Radiotherapy, Nal-IRI, Capecitabine, and Camrelizumab for Locally Advanced MSS Rectal Cancer; NCT07570914[PHASE2] Hepatic Arterial Infusion of Liposomal Irinotecan Plus Oxaliplatin and Capecitabine as Adjuvant Therapy for Colorectal Cancer Liver Metastases"
"1841"	"28534"	"144"	"Essential Hypertension"	"D000075222"	"951"	"fimasartan"	"DB09279"	"2124"	"AGTR1"	"185"	"strict_phase2_3_disease_directed_title"	"NCT00922441[PHASE2] A Therapeutic Exploratory Clinical Study to Evaluate the Antihypertensive Efficacy of Fimasartan (BR-A-657•K) During 24 Hours in Patients With Mild to Moderate Essential Hypertension; NCT01878201[PHASE2] A Valsartan 80 Mg-Referenced, Therapeutic Exploratory Clinical Study to Evaluate the Antihypertensive Efficacy of Fimasartan 30 mg During 24 Hours in Patients With Mild to Moderate Essential Hypertension; NCT03991442[PHASE3] BR1010 in Patients With Essential Hypertension Patients Who do Not Adequately Respond to Fimasartan/Amlodipine Combination"
"1844"	"1244"	"588"	"Adenocarcinoma"	"D000230"	"708"	"sunitinib"	"DB01268"	"69"	"KDR"	"3791"	"strict_phase2_3_disease_directed_title"	"NCT00430261[PHASE2] Phase II Trial of Sunitinib in BAC or Never-Smokers With Any Lung Adenocarcinoma"
"1845"	"30224"	"647"	"Anxiety Disorders"	"D001008"	"212"	"fluoxetine"	"DB00472"	"2215"	"SLC6A4"	"6532"	"strict_phase2_3_disease_directed_title"	"NCT04760275[PHASE3] Fluoxetine vs CBT in Childhood Anxiety Disorders"
"1848"	"36849"	"382"	"Rectal Neoplasms"	"D012004"	"186"	"Trifluridine"	"DB00432"	"2912"	"TYMS"	"7298"	"strict_phase2_3_disease_directed_title"	"NCT03306394[PHASE3] A Study of Trifluridine/Tipiracil (Also Known as S 95005 or TAS-102) in Patients With a Pretreated Colorectal Cancer That Has Spread (Metastatic).; NCT04177602[PHASE1|PHASE2] Evaluating Trifluridine/Tipiracil Based Chemoradiation in Locally Advanced Rectal Cancer - The Phase I/II TARC Trial; NCT04450836[PHASE2] Sequences Of REGorafenib And Trifluridine/Tipiracil in Patients With Metastatic Colorectal Cancer; NCT04737187[PHASE3] Phase III Study of Trifluridine/Tipiracil With and Without Bevacizumab in Refractory Metastatic Colorectal Cancer Patients; NCT05007132[PHASE2] Trifluridine/ Tipiracil Plus Panitumumab Versus Trifluridine/ Tipiracil Plus Bevacizumab as First-line Treatment of Metastatic Colorectal Cancer; NCT05201352[PHASE1|PHASE2] Evaluation of Efficacy of Trifluridine/Tipiracil Plus an Anti-IL-1α True Human Antibody Versus Trifluridine/Tipiracil Plus Placebo in Metastatic Colorectal Cancer Patients After Failure of Oxaliplatin, Irinotecan, Fluoropyrimidine; NCT05223673[PHASE3] Phase 3 Study of Futuximab/Modotuximab in Combination With Trifluridine/Tipiracil Versus Trifluridine/Tipiracil Single Agent in Participants With Previously Treated Metastatic Colorectal Cancer; NCT06343116[PHASE3] Nimotuzumab Combined With Trifluridine/Tipiracil in the Treatment of Refractory Metastatic Colorectal Cancer; NCT06873763[PHASE1|PHASE2] Nelmastobart in Combination With Trifluridine/ Tipiracil and Bevacizumab in Metastatic/ Recurrent Colorectal Cancer; NCT06992648[PHASE3] Trifluridine/Tipiracil Plus Regorafenib vs Trifluridine/Tipiracil Plus Bevacizumab for Refractory Metastatic Colorectal Cancer; NCT07261709[PHASE2] Trifluridine/Tipiracil Plus Fruquintinib vs. Trifluridine/Tipiracil Plus Bevacizumab in Refractory Metastatic Colorectal Cancer: A Randomized, Controlled, Open-Label, Non-Inferiority Trial; NCT07286695[PHASE2] Fruquintinib Combined With Trifluridine/Tipiracil Versus Bevacizumab Combined With Trifluridine/Tipiracil for Advanced Metastatic Colorectal Cancer; NCT07381764[PHASE2] ROMANCE: ""Irinotecan Plus Cetuximab Rechallenge Versus Trifluridine/Tipiracil Plus Bevacizumab in Molecularly Selected Metastatic Colorectal Cancer""; NCT07525206[PHASE3] A Study to Access Intravenous (IV) Telisotuzumab Adizutecan in Combination With IV Bevacizumab Compared to Standard of Care IV Bevacizumabin Combination With Oral Trifluridine and Tipiracil in Adult Participants With Refractory Metastatic Colorectal Cancer; NCT07549412[PHASE3] A Study of Precemtabart Tocentecan With or Without Bevacizumab Compared to Trifluridine/Tipiracil Plus Bevacizumab in Participants With Previously Treated Metastatic Colorectal Cancer (PROCEADE-CRC-03)"
"1855"	"2190"	"7"	"Endometrial Neoplasms"	"D016889"	"1045"	"fulvestrant"	"DB00947"	"72"	"ESR1"	"2099"	"strict_phase2_3_disease_directed_title"	"NCT05154487[PHASE2] A Study of Alpelisib and Fulvestrant to Treat Endometrial Cancer"
"1858"	"4604"	"370"	"Esophageal Neoplasms"	"D004938"	"898"	"regorafenib"	"DB08896"	"208"	"ABL1"	"25"	"strict_phase2_3_disease_directed_title"	"NCT02773524[PHASE3] A Study of Regorafenib in Refractory Advanced Gastro-Oesophageal Cancer"
"1866"	"7119"	"7"	"Endometrial Neoplasms"	"D016889"	"736"	"danazol"	"DB01406"	"349"	"PGR"	"5241"	"strict_phase2_3_disease_directed_title"	"NCT00003946[PHASE2] Danazol in Treating Patients With Advanced or Recurrent Endometrial Cancer"
"1867"	"46526"	"190"	"Schizophrenia"	"D012559"	"332"	"galantamine"	"DB00674"	"4013"	"CHRNB2"	"1141"	"strict_phase2_3_disease_directed_title"	"NCT00077727[PHASE3] A Study of the Effectiveness and Safety of Galantamine Hydrobromide on Cognitive Impairment in Patients With Schizophrenia.; NCT00463879[PHASE2|PHASE3] Galantamine for Cognitive Deficits in Schizophrenia; NCT00509067[PHASE2] Use of Galantamine and CDP-choline (Citicoline) to Treat Adults With Schizophrenia; NCT01012167[PHASE2] Oxytocin or Galantamine Versus Placebo for the Treatment of Negative Symptoms and Cognitive Impairments in Schizophrenia; NCT02234752[PHASE2] Galantamine and Memantine Combination for Cognitive Impairments in Schizophrenia"
"1868"	"14588"	"265"	"Colorectal Neoplasms"	"D015179"	"1227"	"pirfenidone"	"DB04951"	"1092"	"TNF"	"7124"	"strict_phase2_3_disease_directed_title"	"NCT07268677[PHASE2] A Single-arm Clinical Study Evaluating Pirfenidone and Sintilimab in Combination With Standard Neoadjuvant Chemotherapy for Colorectal Cancer Patients With Peritoneal Metastasis.; NCT07644286[PHASE2] A Phase II Study of Pirfenidone Plus PD-1 Inhibitor With or Without Hypofractionated Radiotherapy for Refractory pMMR/MSS Colorectal Cancer"
