disorder_type,disease_label,disease_mesh,drug_name,drugbank_id,gene_symbols,gene_entrez_ids,n_gene_bridges,hanami_median_top_percent,hanami_q1_top_percent,hanami_q3_top_percent,hard_clique_seeds_max_of_10,high_priority_top10,has_exact_raw_drug_disease_bridge,hierarchy_flag,n_phase2_3_trials,phase2_3_phases,condition_match_kind,phase2_3_nct_ids,example_trial_title,fda_status,validation_pair_id
psychiatric_mood,Depressive Disorder,D003866,lorazepam,DB00186,GABRA3; GABRA6,2556; 2559,2,12.748,7.88,15.095,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,2ff7392c91574eab1451
psychiatric_mood,Depressive Disorder,D003866,donepezil,DB00843,HTR2A,3356,1,12.968,10.57,17.861,10,False,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,1345daa53dc4e9e041c6
psychiatric_mood,"Depressive Disorder, Major",D003865,gabapentin,DB00996,CACNA1C,775,1,13.921,10.032,18.83,10,False,False,True,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00654953;NCT02374567,"Clinical Efficacy of Sertraline Augmented With Gabapentin in Depressed, Recently Abstinent Cocaine-dependent Humans",not_screened_here,cfb79e0d10977fc3f5cd
psychiatric_mood,Depressive Disorder,D003866,diazepam,DB00829,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,3,14.224,8.779,18.126,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,93cb7facab53b1559570
psychiatric_mood,Depressive Disorder,D003866,clonazepam,DB01068,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,3,14.334,8.707,17.843,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,933d96fbb33f0e616f53
psychiatric_mood,Depressive Disorder,D003866,biperiden,DB00810,CHRM2; CHRNA2,1129; 1135,2,14.485,5.695,20.984,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,9f243eb24e8bb6aedeb0
psychiatric_mood,Depressive Disorder,D003866,venlafaxine,DB00285,SLC6A4; SLC6A3; SLC6A2,6532; 6531; 6530,3,14.824,12.796,18.738,10,False,True,True,17,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00018902;NCT00043550;NCT00080158;NCT00086190;NCT00131456;NCT00351910;NCT00435279;NCT00448058;NCT00584974;NCT01557712;NCT02086929;NCT02263248;NCT02374567;NCT05104918;NCT05603104;NCT05724849;NCT05973786,Treatment of SSRI-Resistant Depression In Adolescents (TORDIA),not_screened_here,f8c1efcd34160ef90282
psychiatric_mood,Bipolar Disorder,D001714,armodafinil,DB06413,SLC6A3,6531,1,14.951,8.784,16.723,10,False,True,False,1,PHASE2,exact_or_named_subtype,NCT00481195,Armodafinil Treatment as Adjunctive Therapy in Adults With Major Depression Associated With Bipolar I Disorder,not_screened_here,39e13840726787e8fcc5
psychiatric_mood,Depressive Disorder,D003866,diphenhydramine,DB01075,CHRM2,1129,1,15.031,5.217,19.989,10,False,False,True,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT02106325;NCT02374567,Ketamine as a Rapidly-Acting Antidepressant in Depressed Emergency Department Patients,not_screened_here,7049d2cacaf3987b36f3
psychiatric_mood,Depressive Disorder,D003866,methylphenidate,DB00422,SLC6A4; SLC6A3; SLC6A2,6532; 6531; 6530,3,15.181,12.884,21.095,10,False,True,True,3,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00246233;NCT01497548;NCT05474846,CONCERTA® (Methylphenidate Hydrochloride) as add-on Therapy in the Treatment of Adult Major Depressive Disorder.,not_screened_here,c9ec0e8e36f4e8693e1b
psychiatric_mood,Depressive Disorder,D003866,fluvoxamine,DB00176,SLC6A4,6532,1,15.289,13.992,21.974,10,False,True,False,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT02374567;NCT04160377,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,5dcc7fe7fa2d7fd788d4
psychiatric_mood,Bipolar Disorder,D001714,Lisdexamfetamine,DB01255,SLC6A3,6531,1,15.701,12.1,18.665,10,False,True,False,2,PHASE3,exact_or_named_subtype,NCT01093963;NCT01131559,Efficacy Study of Lisdexamfetamine to Treat Bipolar Depression,not_screened_here,fe160cd1519b16ebf95c
psychiatric_mood,Depressive Disorder,D003866,milnacipran,DB04896,SLC6A4; SLC6A2,6532; 6530,2,15.855,14.159,21.241,10,False,True,False,2,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00225511;NCT02783430,Study Evaluating Effexor XR for Major Depression.,not_screened_here,164b49899669e989f1a8
psychiatric_mood,Depressive Disorder,D003866,escitalopram,DB01175,SLC6A4; SLC6A2; SLC6A3,6532; 6530; 6531,3,16.248,14.506,19.06,10,False,True,True,59,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00073411;NCT00080158;NCT00086307;NCT00107120;NCT00108979;NCT00109044;NCT00135421;NCT00136318;NCT00149825;NCT00166296;NCT00239954;NCT00296933;NCT00351169;NCT00351910;NCT00406640;NCT00415142;NCT00420004;NCT00432614;NCT00475878;NCT00488670;NCT00531622;NCT00566202;NCT00610506;NCT00642694;NCT00668525;NCT00822744;NCT00837564;NCT00953108;NCT00965497;NCT01020799;NCT01034995;NCT01111539;NCT01111552;NCT01111565;NCT01123707;NCT01219686;NCT01360866;NCT01363310;NCT01368432;NCT01369095;NCT01655706;NCT01741142;NCT02153567;NCT02191397;NCT02374567;NCT02469545;NCT02623231;NCT02674529;NCT03652870;NCT03852160;NCT03909217;NCT04162522;NCT04476030;NCT05536414;NCT05603104;NCT05950061;NCT05973786;NCT06705478;NCT06828887,Duloxetine Compared to Escitalopram and Placebo in the Treatment of Patients With Depression,not_screened_here,42509a3fbc5613d2b593
psychiatric_mood,"Depressive Disorder, Major",D003865,pregabalin,DB00230,CACNA1C,775,1,16.63,12.275,19.841,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,18569199381a51cc1f5c
psychiatric_mood,"Depressive Disorder, Major",D003865,Dehydroepiandrosterone,DB01708,ESR2,2100,1,17.294,16.185,21.019,10,False,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00001487,Treatment of Mid-Life-Related Mood Disorders,not_screened_here,0b6e90823e26241bd2b2
psychiatric_mood,"Depressive Disorder, Major",D003865,amlodipine,DB00381,CACNA1C,775,1,17.338,14.868,19.987,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT01557153,Vascular Augmentation of Late-life Unremitted Depression (VALUeD),not_screened_here,83e9bec649a64111a392
psychiatric_mood,Depressive Disorder,D003866,oxazepam,DB00842,GABRA3; GABRB3,2556; 2562,2,17.706,10.226,21.722,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,6f8b0d32a81e380647dc
psychiatric_mood,Depressive Disorder,D003866,clobazam,DB00349,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,3,17.752,9.905,21.565,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,25e2997d3e37cda7008c
psychiatric_mood,Depressive Disorder,D003866,acamprosate,DB00659,GABRA3; GABRB3; GRIN2B; 2903,2556; 2562; 2904; 2903,4,17.956,9.174,22.094,10,False,False,True,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT02374567;NCT04498897,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,745a21728201ce2d7270
psychiatric_mood,Bipolar Disorder,D001714,carbamazepine,DB00564,SCN8A,6334,1,17.983,10.546,22.747,10,False,True,False,1,PHASE3,exact_or_named_subtype,NCT00266630,Efficacy and Safety of Olanzapine in the Extended Treatment for Manic or Mixed Episode of Bipolar I Disorder,not_screened_here,56df4f342979f484e8f4
psychiatric_mood,Depressive Disorder,D003866,Levomilnacipran,DB08918,SLC6A4; SLC6A2,6532; 6530,2,18.031,16.386,22.5,10,False,True,False,2,PHASE3,broader_narrower_depressive_spectrum,NCT02431806;NCT02720198,Safety and Efficacy of Levomilnacipran ER in Adolescent Participants With Major Depressive Disorder,not_screened_here,ba6cb59e988ce2e7d6ab
psychiatric_mood,"Depressive Disorder, Major",D003865,moclobemide,DB01171,MAOB; MAOA,4129; 4128,2,18.092,14.208,24.884,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,f1cb5a928102e530f5c6
psychiatric_mood,"Depressive Disorder, Major",D003865,testosterone,DB00624,4306,4306,1,18.216,13.489,30.838,10,False,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT01121211,Hormonal Factors in the Treatment of Anorexia Nervosa,not_screened_here,4cf2b7f5dffa7afb292c
psychiatric_mood,"Depressive Disorder, Major",D003865,estradiol,DB00783,ESR2,2100,1,18.25,14.492,23.041,10,False,False,True,4,PHASE2;PHASE2|PHASE3,broader_narrower_depressive_spectrum,NCT00001481;NCT01126801;NCT01308814;NCT03689543,The Role of Hormones in Postpartum Mood Disorders,not_screened_here,86e04359aaeb3585e220
psychiatric_mood,Depressive Disorder,D003866,armodafinil,DB06413,SLC6A3,6531,1,18.42,17.282,28.142,10,False,False,True,5,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00481195;NCT01072630;NCT01072929;NCT01121536;NCT01305408,Armodafinil Treatment as Adjunctive Therapy in Adults With Major Depression Associated With Bipolar I Disorder,not_screened_here,4013261fcad6446ac3a4
psychiatric_mood,Depressive Disorder,D003866,propofol,DB00818,GABRA3,2556,1,18.478,10.033,21.218,10,False,False,True,3,PHASE2;PHASE2|PHASE3,broader_narrower_depressive_spectrum,NCT03684447;NCT06867549;NCT07479550,Neural and Antidepressant Effects of Propofol,not_screened_here,b0a3d2a7f99e955e3971
psychiatric_mood,"Depressive Disorder, Major",D003865,pioglitazone,DB01132,MAOB,4129,1,18.711,15.879,21.36,10,False,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00671515,Pioglitazone for the Treatment of Major Depressive Disorder Comorbid With Metabolic Syndrome,not_screened_here,077db9e6fdc18b2ec2e0
psychiatric_mood,Depressive Disorder,D003866,modafinil,DB00745,SLC6A3,6531,1,18.775,14.621,29.491,10,False,False,True,4,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00215176;NCT03620253;NCT04317001;NCT07263022,Modafinil for Atypical Depression,not_screened_here,ec7832089d84200e54ec
psychiatric_mood,Depressive Disorder,D003866,Zopiclone,DB01198,GABRA3,2556,1,18.942,13.106,32.392,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,46ba2bcb2659685603a0
psychiatric_mood,Depressive Disorder,D003866,Alprazolam,DB00404,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,3,19.006,10.904,22.976,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,fc1285d2ba40b4cc5b70
psychiatric_mood,Depressive Disorder,D003866,taurine,DB01956,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,3,19.027,10.501,22.655,10,False,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00217165,"Taurine as an Anti-Manic Agent: A Double-Blind, Placebo-Controlled Study",not_screened_here,16ac5f968d32b915dee5
psychiatric_mood,Depressive Disorder,D003866,guanfacine,DB01018,ADRA2A,150,1,19.336,12.133,25.578,9,False,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT06408246,ACE-D Aim 3 Clinical Cognitive Trial to Enhance Translation in Depression,not_screened_here,a64ebc0f963bc49a162f
psychiatric_mood,Depressive Disorder,D003866,Temazepam,DB00231,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,3,19.579,11.311,26.878,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,14414f5bfcafe71aa7e0
psychiatric_mood,Depressive Disorder,D003866,desvenlafaxine,DB06700,SLC6A4; SLC6A3; SLC6A2,6532; 6531; 6530,3,19.673,15.636,24.933,10,False,True,True,3,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT01527786;NCT01803711;NCT04476030,Functional Outcome in Postpartum Depression in Women Treated With Desvenlafaxine,not_screened_here,c1ec2ad638c0bdb06636
psychiatric_mood,Depressive Disorder,D003866,gabapentin,DB00996,CACNA1C; GRIN2B; 2903,775; 2904; 2903,3,19.83,16.815,23.186,10,False,True,True,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00654953;NCT02374567,"Clinical Efficacy of Sertraline Augmented With Gabapentin in Depressed, Recently Abstinent Cocaine-dependent Humans",not_screened_here,c08f6143eb4b7a82a468
psychiatric_mood,Depressive Disorder,D003866,naltrexone,DB00704,OPRM1; OPRK1,4988; 4986,2,19.924,16.0,23.953,10,False,False,True,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00338962;NCT01874951,Naltrexone & SSRI in Alcoholics With Depression/PTSD,not_screened_here,b84ebbe34c9033ab7211
psychiatric_mood,Depressive Disorder,D003866,Nitrazepam,DB01595,GABRB3; GABRA6,2562; 2559,2,20.117,12.587,23.178,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,f197f7b9e37241ac273c
psychiatric_mood,Depressive Disorder,D003866,Midazolam,DB00683,GABRB3,2562,1,20.449,15.565,24.4,9,False,False,True,14,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00749203;NCT00768430;NCT01944293;NCT01945047;NCT02360280;NCT02374567;NCT02556606;NCT03185819;NCT03436121;NCT04939649;NCT05625555;NCT06228391;NCT06957704;NCT07227454,Ketamine as a Rapid Treatment for Post-traumatic Stress Disorder (PTSD),not_screened_here,8963064602bfaef10cfd
psychiatric_mood,Depressive Disorder,D003866,Triazolam,DB00897,GABRA3; GABRA6,2556; 2559,2,20.51,10.569,23.318,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,be7dfd6c729b5269c95e
psychiatric_mood,Depressive Disorder,D003866,Fentanyl,DB00813,OPRM1,4988,1,20.656,17.632,27.219,10,False,False,True,1,PHASE2|PHASE3,broader_narrower_depressive_spectrum,NCT03167905,CODEPAD (Collaborative Outcomes of DEpression and Pain Associated With Delivery),not_screened_here,195f70d70dd699b196eb
psychiatric_mood,Bipolar Disorder,D001714,lacosamide,DB06218,SCN8A,6334,1,21.192,15.441,26.807,10,False,True,False,1,PHASE3,exact_or_named_subtype,NCT07412132,"Evaluation of the Efficacy, Safety, and Tolerability of Lacosamide in Major Depressive Episodes of Bipolar Disorder Types I and II.",not_screened_here,21562b8f079840e25e54
psychiatric_mood,Depressive Disorder,D003866,carbamazepine,DB00564,CHRNA4,1137,1,21.319,20.013,27.923,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,4f0d50b124d041d40dbc
psychiatric_mood,Depressive Disorder,D003866,amlodipine,DB00381,CACNA1C,775,1,21.362,19.983,30.233,10,False,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT01557153,Vascular Augmentation of Late-life Unremitted Depression (VALUeD),not_screened_here,910e40850c6b9e349f07
psychiatric_mood,Depressive Disorder,D003866,zolpidem,DB00425,GABRA3; GABRB3,2556; 2562,2,21.813,11.833,29.069,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,aa6d589e4c9a1acb261e
psychiatric_mood,Depressive Disorder,D003866,Buprenorphine,DB00921,OPRM1; OPRK1,4988; 4986,2,21.851,19.106,25.831,10,False,False,True,8,PHASE1|PHASE2;PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00863291;NCT01071538;NCT01407575;NCT02176291;NCT02181231;NCT02263248;NCT03646058;NCT04116528,A Double-Blind Study of Buprenorphine Treatment of Acute Suicidality,not_screened_here,ef9f5ca704c3f7d6778d
psychiatric_mood,Depressive Disorder,D003866,Bromazepam,DB01558,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,3,21.861,12.761,28.347,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,e95c8d7bc26c223941c6
psychiatric_mood,Depressive Disorder,D003866,pregabalin,DB00230,CACNA1C,775,1,22.16,19.338,25.695,10,False,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,83ed50195d3806a0af6a
psychiatric_mood,Depressive Disorder,D003866,eszopiclone,DB00402,GABRB3; GABRA6,2562; 2559,2,23.001,14.68,25.638,10,False,False,True,2,PHASE3,broader_narrower_depressive_spectrum,NCT00368030;NCT00435279,A Study of Eszopiclone in Subjects With Insomnia Related to Major Depressive Disorder,not_screened_here,4fc1c4569f35461e59ab
psychiatric_mood,Depressive Disorder,D003866,Morphine,DB00295,OPRM1; OPRK1,4988; 4986,2,23.32,18.616,27.346,10,False,False,True,2,PHASE2;PHASE2|PHASE3,broader_narrower_depressive_spectrum,NCT02804022;NCT04011163,Vital-signs-integrated Patient-assisted Intravenous Opioid Analgesia,not_screened_here,7a5e8a4c610201805175
psychiatric_mood,Depressive Disorder,D003866,Lisdexamfetamine,DB01255,SLC6A3,6531,1,23.574,16.343,27.845,10,False,False,True,2,PHASE3,broader_narrower_depressive_spectrum,NCT01093963;NCT01131559,Efficacy Study of Lisdexamfetamine to Treat Bipolar Depression,not_screened_here,2597bac178c6e2063ad5
psychiatric_mood,Depressive Disorder,D003866,Flurazepam,DB00690,GABRB3,2562,1,24.89,14.152,29.912,9,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,8563b74e9a04eed6e546
psychiatric_mood,Depressive Disorder,D003866,pioglitazone,DB01132,MAOB,4129,1,25.729,20.66,30.805,10,False,True,False,1,PHASE2,broader_narrower_depressive_spectrum,NCT00671515,Pioglitazone for the Treatment of Major Depressive Disorder Comorbid With Metabolic Syndrome,not_screened_here,d9d8cb8495ce8adffb4e
psychiatric_mood,Bipolar Disorder,D001714,felbamate,DB00949,GRIN3A; GRIN2B; 2903; GRIN1,116443; 2904; 2903; 2902,4,25.935,15.653,37.457,10,False,True,False,1,PHASE2,exact_or_named_subtype,NCT00034229,Clinical Trial of Felbamate for Treatment-Resistant Bipolar Depression,not_screened_here,d7ff0eaa37bd1d54692e
psychiatric_mood,Depressive Disorder,D003866,tranylcypromine,DB00752,MAOB; MAOA,4129; 4128,2,26.881,22.597,31.856,10,False,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,32dd4e72a8df57e0b3b0
psychiatric_mood,Depressive Disorder,D003866,Phenobarbital,DB01174,2903,2903,1,28.663,24.451,32.18,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,48046876e0f966216fd1
psychiatric_mood,Bipolar Disorder,D001714,Valproic Acid,DB00313,PPARD,5467,1,29.295,19.265,41.846,9,False,True,False,2,PHASE2;PHASE3,exact_or_named_subtype,NCT01674010;NCT02456454,Safety and Efficacy Study of ELND005 as an Adjunctive Maintenance Treatment in Bipolar I Disorder,not_screened_here,c4e20d40be51d821b91c
psychiatric_mood,"Depressive Disorder, Major",D003865,cyclophosphamide,DB00531,CYP2D6; CYP2C19,1565; 1557,2,31.125,19.557,60.623,10,False,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00424203,"Doxorubicin and Cyclophosphamide in Treating Older Women With Stage I, Stage II, or Stage III Breast Cancer That Has Been Removed By Surgery",not_screened_here,318c83ff461d5047bc9c
psychiatric_mood,Depressive Disorder,D003866,mecamylamine,DB00657,CHRNA4,1137,1,31.289,23.28,34.221,10,False,False,True,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00563797;NCT00593879,Mecamylamine for the Treatment of Patients With Depression and Alcohol Dependence,not_screened_here,a0cad97f9aed75e3ffbb
psychiatric_mood,Bipolar Disorder,D001714,Glycine,DB00145,2903,2903,1,31.599,17.6,40.224,10,False,True,False,1,PHASE2,exact_or_named_subtype,NCT01720316,Neurobiology of a Mutation in Glycine Metabolism in Psychotic Disorders,not_screened_here,6a1cf448936895d73dc9
psychiatric_mood,Depressive Disorder,D003866,roflumilast,DB01656,PDE4B,5142,1,32.892,25.028,40.764,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT06860958,Roflumilast as an Adjunct to Antidepressants in Major Depressive Disorder Patients,not_screened_here,e45428fcdb0c44157f10
psychiatric_mood,Bipolar Disorder,D001714,bezafibrate,DB01393,PPARD,5467,1,36.572,27.633,58.296,9,False,True,False,1,PHASE2,exact_or_named_subtype,NCT02481245,BezafibrateTreatment for Bipolar Depression: A Proof of Concept Study,not_screened_here,86f7de19ea4c46d149bf
psychiatric_mood,"Depressive Disorder, Major",D003865,minocycline,DB01017,VEGFA,7422,1,46.422,23.245,53.716,9,False,False,True,7,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT01403662;NCT01429272;NCT01809340;NCT02456948;NCT02703363;NCT03947827;NCT06207760,Evaluating the Efficacy of Adjunctive Minocycline for the Treatment of Bipolar Depression,not_screened_here,b332e9a99eeff43c7a5b
psychiatric_mood,Depressive Disorder,D003866,cyclophosphamide,DB00531,CYP2C19,1557,1,50.307,26.839,59.101,9,False,True,False,1,PHASE2,broader_narrower_depressive_spectrum,NCT00424203,"Doxorubicin and Cyclophosphamide in Treating Older Women With Stage I, Stage II, or Stage III Breast Cancer That Has Been Removed By Surgery",not_screened_here,3f0d5b66011ba5459608
prostate_oncology,Prostatic Neoplasms,D011471,dexamethasone,DB01234,NR3C1,2908,1,1.608,1.035,8.826,9,True,False,True,23,PHASE1|PHASE2;PHASE2;PHASE3,exact_or_named_subtype,NCT00006002;NCT00024167;NCT00054522;NCT00060398;NCT00084864;NCT00176293;NCT00288080;NCT00316927;NCT00427999;NCT00473512;NCT00524589;NCT01036594;NCT01188187;NCT01250717;NCT02047253;NCT02649790;NCT02709889;NCT03834506;NCT04907227;NCT06136624;NCT06136650;NCT06353386;NCT06616597,SU5416 Compared to Dexamethasone in Treating Patients With Progressive Prostate Cancer That Has Not Responded to Hormone Therapy,not_screened_here,2902a3fe8bfd8d3ae1bd
prostate_oncology,Prostatic Neoplasms,D011471,hydrocortisone,DB00741,NR3C1,2908,1,1.627,0.788,9.57,10,True,False,True,7,PHASE1|PHASE2;PHASE2;PHASE3,exact_or_named_subtype,NCT00181597;NCT00859781;NCT00895310;NCT00953576;NCT01036594;NCT06136624;NCT06136650,Trilostane for Androgen-Independent Prostate Cancer,not_screened_here,178bf46fc06f5f42913f
prostate_oncology,Prostatic Neoplasms,D011471,prednisone,DB00635,NR3C1,2908,1,1.8,0.359,12.44,10,True,False,True,190,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,exact_or_named_subtype,NCT00003232;NCT00003343;NCT00004001;NCT00004071;NCT00004124;NCT00024167;NCT00058084;NCT00069745;NCT00087165;NCT00089609;NCT00110214;NCT00124566;NCT00132301;NCT00134056;NCT00137436;NCT00182741;NCT00255606;NCT00258388;NCT00268593;NCT00288080;NCT00293371;NCT00313482;NCT00313781;NCT00331344;NCT00348816;NCT00385827;NCT00411528;NCT00416533;NCT00417079;NCT00436839;NCT00436956;NCT00452387;NCT00459186;NCT00466440;NCT00485303;NCT00503984;NCT00514267;NCT00527124;NCT00537381;NCT00541281;NCT00544440;NCT00598858;NCT00627354;NCT00634647;NCT00642018;NCT00676650;NCT00683475;NCT00744497;NCT00770848;NCT00811031;NCT00879619;NCT00887198;NCT00924469;NCT00942578;NCT00988208;NCT00996502;NCT01023061;NCT01051570;NCT01083615;NCT01084655;NCT01088529;NCT01120470;NCT01145508;NCT01188187;NCT01193244;NCT01193257;NCT01204710;NCT01234025;NCT01254864;NCT01308567;NCT01309672;NCT01393730;NCT01424930;NCT01468532;NCT01469338;NCT01478308;NCT01485861;NCT01503229;NCT01517802;NCT01522443;NCT01553188;NCT01576172;NCT01578655;NCT01605227;NCT01637402;NCT01650194;NCT01666314;NCT01681433;NCT01683994;NCT01685125;NCT01685268;NCT01695135;NCT01715285;NCT01717053;NCT01717898;NCT01718353;NCT01750866;NCT01786265;NCT01848067;NCT01940276;NCT01946165;NCT01949337;NCT01994590;NCT01995058;NCT02034552;NCT02159690;NCT02217566;NCT02257736;NCT02268175;NCT02344017;NCT02379390;NCT02453009;NCT02494921;NCT02522715;NCT02685267;NCT02703623;NCT02758132;NCT02789878;NCT02807805;NCT02844582;NCT02849990;NCT02867020;NCT02903160;NCT02903368;NCT02949284;NCT02960022;NCT02961257;NCT02985957;NCT03007732;NCT03009981;NCT03012321;NCT03093272;NCT03098836;NCT03141671;NCT03279250;NCT03338790;NCT03356912;NCT03360721;NCT03414034;NCT03419234;NCT03436654;NCT03480646;NCT03565835;NCT03649841;NCT03678025;NCT03706365;NCT03748641;NCT03761225;NCT03777982;NCT03821792;NCT03827473;NCT03833921;NCT03834506;NCT03834519;NCT03860987;NCT03934840;NCT04056754;NCT04100018;NCT04175431;NCT04262154;NCT04267887;NCT04356430;NCT04446117;NCT04497844;NCT04556617;NCT04633252;NCT04734730;NCT04748042;NCT04887506;NCT04907227;NCT04947254;NCT05223582;NCT05689021;NCT05848011;NCT06136624;NCT06173362;NCT06329830;NCT06353386;NCT06378866;NCT06384222;NCT06392841;NCT06470243;NCT06500247;NCT06527690;NCT06650579;NCT06925737;NCT07005154;NCT07237269;NCT07620574;NCT07650240,Combination Chemotherapy in Treating Pain in Hormone Refractory Metastatic Prostate Cancer,not_screened_here,9728d7920ee49b4bf215
prostate_oncology,Prostatic Neoplasms,D011471,aspirin,DB00945,PTGS2; TP53,5743; 7157,2,2.067,0.174,4.716,10,True,True,True,1,PHASE2,exact_or_named_subtype,NCT02420652,Metformin Hydrochloride and Aspirin in Treating Patients With Hormone-Dependent Prostate Cancer That Has Progressed After Surgery or Radiation Therapy,not_screened_here,5835d4ae9448405d70e9
prostate_oncology,Prostatic Neoplasms,D011471,prednisolone,DB00860,NR3C1,2908,1,2.166,0.377,8.661,9,True,False,True,12,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,exact_or_named_subtype,NCT00268476;NCT00498797;NCT00554918;NCT01485861;NCT01685983;NCT01756638;NCT01795703;NCT02288247;NCT03834519;NCT04736108;NCT07005154;NCT07553988,Systemic Therapy in Advancing or Metastatic Prostate Cancer: Evaluation of Drug Efficacy,not_screened_here,ae7e262357ee7ac6217f
